Recorded Date,Borough,Method of Killing,sum of method of killing,Month,Year
Apr-03,Barking & Dagenham,Knife or Sharp Implement,1,Apr,2003
Apr-03,Brent,Shooting,2,Apr,2003
Apr-03,Bromley,Knife or Sharp Implement,1,Apr,2003
Apr-03,Croydon,Knife or Sharp Implement,1,Apr,2003
Apr-03,Haringey,Knife or Sharp Implement,1,Apr,2003
Apr-03,Harrow,Knife or Sharp Implement,1,Apr,2003
Apr-03,Islington,Shooting,1,Apr,2003
Apr-03,Lambeth,Other Methods Of Killing,1,Apr,2003
Apr-03,Lambeth,Shooting,1,Apr,2003
Apr-03,Newham,Knife or Sharp Implement,1,Apr,2003
Apr-03,Southwark,Blunt Implement,1,Apr,2003
Apr-03,Tower Hamlets,Other Methods Of Killing,1,Apr,2003
Apr-03,Westminster,Knife or Sharp Implement,1,Apr,2003
Apr-04,Barking & Dagenham,Knife or Sharp Implement,1,Apr,2004
Apr-04,Bexley,Not known/Not Recorded ,1,Apr,2004
Apr-04,Ealing,Not known/Not Recorded ,1,Apr,2004
Apr-04,Ealing,Other Methods Of Killing,1,Apr,2004
Apr-04,Ealing,Shooting,1,Apr,2004
Apr-04,Enfield,Shooting,1,Apr,2004
Apr-04,Hackney,Knife or Sharp Implement,1,Apr,2004
Apr-04,Haringey,Knife or Sharp Implement,1,Apr,2004
Apr-04,Haringey,Not known/Not Recorded ,1,Apr,2004
Apr-04,Hillingdon,Other Methods Of Killing,1,Apr,2004
Apr-04,Hounslow,Other Methods Of Killing,1,Apr,2004
Apr-04,Islington,Not known/Not Recorded ,1,Apr,2004
Apr-04,Kensington & Chelsea,Shooting,2,Apr,2004
Apr-04,Lambeth,Knife or Sharp Implement,1,Apr,2004
Apr-04,Lewisham,Other Methods Of Killing,1,Apr,2004
Apr-04,Newham,Knife or Sharp Implement,1,Apr,2004
Apr-04,Redbridge,Other Methods Of Killing,1,Apr,2004
Apr-04,Southwark,Other Methods Of Killing,1,Apr,2004
Apr-04,Waltham Forest,"Physical Assault, no weapon",1,Apr,2004
Apr-04,Wandsworth,Blunt Implement,1,Apr,2004
Apr-04,Wandsworth,Not known/Not Recorded ,1,Apr,2004
Apr-05,Barnet,Knife or Sharp Implement,1,Apr,2005
Apr-05,Camden,"Physical Assault, no weapon",1,Apr,2005
Apr-05,Croydon,Blunt Implement,1,Apr,2005
Apr-05,Ealing,Knife or Sharp Implement,1,Apr,2005
Apr-05,Enfield,Knife or Sharp Implement,1,Apr,2005
Apr-05,Haringey,Other Methods Of Killing,1,Apr,2005
Apr-05,Hounslow,Knife or Sharp Implement,1,Apr,2005
Apr-05,Kensington & Chelsea,Knife or Sharp Implement,1,Apr,2005
Apr-05,Kensington & Chelsea,"Physical Assault, no weapon",1,Apr,2005
Apr-05,Lewisham,Shooting,1,Apr,2005
Apr-05,Redbridge,Knife or Sharp Implement,1,Apr,2005
Apr-05,Richmond Upon Thames,Knife or Sharp Implement,1,Apr,2005
Apr-05,Southwark,Knife or Sharp Implement,1,Apr,2005
Apr-05,Wandsworth,Knife or Sharp Implement,1,Apr,2005
Apr-05,Westminster,Knife or Sharp Implement,1,Apr,2005
Apr-06,Barking & Dagenham,Other Methods Of Killing,3,Apr,2006
Apr-06,Barnet,Shooting,1,Apr,2006
Apr-06,Bromley,Shooting,1,Apr,2006
Apr-06,Ealing,Not known/Not Recorded ,1,Apr,2006
Apr-06,Enfield,Not known/Not Recorded ,1,Apr,2006
Apr-06,Hackney,Shooting,1,Apr,2006
Apr-06,Havering,Knife or Sharp Implement,1,Apr,2006
Apr-06,Islington,Knife or Sharp Implement,1,Apr,2006
Apr-06,Lambeth,Knife or Sharp Implement,1,Apr,2006
Apr-06,Lambeth,Other Methods Of Killing,1,Apr,2006
Apr-06,Lewisham,Shooting,1,Apr,2006
Apr-06,Newham,Other Methods Of Killing,1,Apr,2006
Apr-06,Newham,"Physical Assault, no weapon",1,Apr,2006
Apr-06,Southwark,Knife or Sharp Implement,1,Apr,2006
Apr-06,Wandsworth,Knife or Sharp Implement,2,Apr,2006
Apr-06,Wandsworth,Shooting,1,Apr,2006
Apr-07,Bromley,Knife or Sharp Implement,1,Apr,2007
Apr-07,Croydon,Other Methods Of Killing,1,Apr,2007
Apr-07,Ealing,Other Methods Of Killing,1,Apr,2007
Apr-07,Enfield,Other Methods Of Killing,1,Apr,2007
Apr-07,Greenwich,Knife or Sharp Implement,2,Apr,2007
Apr-07,Lambeth,Knife or Sharp Implement,1,Apr,2007
Apr-07,Lambeth,Shooting,1,Apr,2007
Apr-07,Newham,Knife or Sharp Implement,1,Apr,2007
Apr-07,Redbridge,Other Methods Of Killing,1,Apr,2007
Apr-07,Southwark,Knife or Sharp Implement,1,Apr,2007
Apr-07,Waltham Forest,Knife or Sharp Implement,1,Apr,2007
Apr-07,Wandsworth,Shooting,1,Apr,2007
Apr-07,Westminster,Other Methods Of Killing,1,Apr,2007
Apr-08,Barking & Dagenham,"Physical Assault, no weapon",1,Apr,2008
Apr-08,Bexley,Knife or Sharp Implement,1,Apr,2008
Apr-08,Brent,Knife or Sharp Implement,1,Apr,2008
Apr-08,Brent,Shooting,1,Apr,2008
Apr-08,Enfield,Knife or Sharp Implement,1,Apr,2008
Apr-08,Greenwich,"Physical Assault, no weapon",1,Apr,2008
Apr-08,Hackney,Knife or Sharp Implement,1,Apr,2008
Apr-08,Merton,Other Methods Of Killing,1,Apr,2008
Apr-08,Redbridge,Knife or Sharp Implement,1,Apr,2008
Apr-08,Tower Hamlets,Blunt Implement,1,Apr,2008
Apr-08,Waltham Forest,Knife or Sharp Implement,1,Apr,2008
Apr-08,Westminster,Other Methods Of Killing,1,Apr,2008
Apr-09,Barking & Dagenham,Knife or Sharp Implement,1,Apr,2009
Apr-09,Ealing,Knife or Sharp Implement,1,Apr,2009
Apr-09,Lambeth,Knife or Sharp Implement,1,Apr,2009
Apr-09,Newham,Other Methods Of Killing,1,Apr,2009
Apr-09,Tower Hamlets,Knife or Sharp Implement,1,Apr,2009
Apr-09,Wandsworth,Knife or Sharp Implement,1,Apr,2009
Apr-10,Croydon,Knife or Sharp Implement,1,Apr,2010
Apr-10,Croydon,"Physical Assault, no weapon",1,Apr,2010
Apr-10,Ealing,Knife or Sharp Implement,1,Apr,2010
Apr-10,Enfield,Knife or Sharp Implement,1,Apr,2010
Apr-10,Greenwich,Shooting,1,Apr,2010
Apr-10,Hackney,Shooting,1,Apr,2010
Apr-10,Haringey,Knife or Sharp Implement,1,Apr,2010
Apr-10,Haringey,"Physical Assault, no weapon",1,Apr,2010
Apr-10,Islington,Knife or Sharp Implement,1,Apr,2010
Apr-10,Lambeth,Knife or Sharp Implement,2,Apr,2010
Apr-10,Lewisham,Other Methods Of Killing,1,Apr,2010
Apr-10,Newham,Knife or Sharp Implement,1,Apr,2010
Apr-10,Southwark,Other Methods Of Killing,1,Apr,2010
Apr-10,Sutton,Knife or Sharp Implement,1,Apr,2010
Apr-10,Tower Hamlets,"Physical Assault, no weapon",1,Apr,2010
Apr-10,Waltham Forest,Shooting,1,Apr,2010
Apr-11,Camden,Knife or Sharp Implement,1,Apr,2011
Apr-11,Enfield,Knife or Sharp Implement,2,Apr,2011
Apr-11,Haringey,Knife or Sharp Implement,1,Apr,2011
Apr-11,Lambeth,Shooting,2,Apr,2011
Apr-11,Tower Hamlets,Knife or Sharp Implement,2,Apr,2011
Apr-11,Waltham Forest,Knife or Sharp Implement,1,Apr,2011
Apr-12,Camden,Not known/Not Recorded ,1,Apr,2012
Apr-12,Croydon,Blunt Implement,1,Apr,2012
Apr-12,Ealing,Knife or Sharp Implement,1,Apr,2012
Apr-12,Islington,Knife or Sharp Implement,1,Apr,2012
Apr-12,Westminster,Knife or Sharp Implement,1,Apr,2012
Apr-13,Ealing,Other Methods Of Killing,1,Apr,2013
Apr-13,Enfield,Shooting,2,Apr,2013
Apr-13,Greenwich,Knife or Sharp Implement,1,Apr,2013
Apr-13,Hillingdon,Other Methods Of Killing,1,Apr,2013
Apr-13,Islington,Knife or Sharp Implement,1,Apr,2013
Apr-13,Lambeth,Shooting,1,Apr,2013
Apr-14,Croydon,Knife or Sharp Implement,1,Apr,2014
Apr-14,Hackney,Knife or Sharp Implement,1,Apr,2014
Apr-14,Haringey,Blunt Implement,1,Apr,2014
Apr-14,Kingston Upon Thames,Not known/Not Recorded ,3,Apr,2014
Apr-14,Richmond Upon Thames,Knife or Sharp Implement,1,Apr,2014
Apr-14,Wandsworth,Knife or Sharp Implement,1,Apr,2014
Apr-15,Brent,Shooting,1,Apr,2015
Apr-15,Ealing,Other Methods Of Killing,1,Apr,2015
Apr-15,Southwark,Shooting,1,Apr,2015
Apr-15,Waltham Forest,Knife or Sharp Implement,2,Apr,2015
Apr-16,Barnet,Knife or Sharp Implement,1,Apr,2016
Apr-16,Barnet,Other Methods Of Killing,1,Apr,2016
Apr-16,Harrow,Other Methods Of Killing,1,Apr,2016
Apr-16,Hounslow,Knife or Sharp Implement,1,Apr,2016
Apr-16,Lewisham,Knife or Sharp Implement,1,Apr,2016
Apr-16,Newham,Not known/Not Recorded ,1,Apr,2016
Apr-16,Southwark,Not known/Not Recorded ,1,Apr,2016
Apr-16,Wandsworth,Knife or Sharp Implement,1,Apr,2016
Apr-16,Westminster,Other Methods Of Killing,1,Apr,2016
Apr-17,Ealing,Blunt Implement,1,Apr,2017
Apr-17,Ealing,Knife or Sharp Implement,1,Apr,2017
Apr-17,Ealing,Not known/Not Recorded ,1,Apr,2017
Apr-17,Enfield,Knife or Sharp Implement,1,Apr,2017
Apr-17,Greenwich,Knife or Sharp Implement,2,Apr,2017
Apr-17,Newham,Knife or Sharp Implement,1,Apr,2017
Apr-17,Newham,Shooting,1,Apr,2017
Apr-17,Southwark,Knife or Sharp Implement,1,Apr,2017
Apr-17,Tower Hamlets,Knife or Sharp Implement,2,Apr,2017
Apr-17,Tower Hamlets,"Physical Assault, no weapon",1,Apr,2017
Apr-17,Wandsworth,Knife or Sharp Implement,2,Apr,2017
Apr-17,Westminster,Knife or Sharp Implement,1,Apr,2017
Apr-17,Westminster,Other Methods Of Killing,1,Apr,2017
Apr-18,Bexley,Other Methods Of Killing,1,Apr,2018
Apr-18,Camden,Blunt Implement,1,Apr,2018
Apr-18,Camden,Knife or Sharp Implement,1,Apr,2018
Apr-18,Ealing,Knife or Sharp Implement,1,Apr,2018
Apr-18,Greenwich,Other Methods Of Killing,1,Apr,2018
Apr-18,Greenwich,"Physical Assault, no weapon",1,Apr,2018
Apr-18,Hackney,Knife or Sharp Implement,1,Apr,2018
Apr-18,Hackney,"Physical Assault, no weapon",1,Apr,2018
Apr-18,Haringey,Shooting,1,Apr,2018
Apr-18,Islington,Knife or Sharp Implement,1,Apr,2018
Apr-18,Lambeth,Knife or Sharp Implement,1,Apr,2018
Apr-18,Merton,"Physical Assault, no weapon",1,Apr,2018
Apr-18,Newham,Knife or Sharp Implement,1,Apr,2018
Apr-18,Tower Hamlets,Knife or Sharp Implement,1,Apr,2018
Apr-18,Waltham Forest,Shooting,1,Apr,2018
Apr-18,Wandsworth,Knife or Sharp Implement,1,Apr,2018
Apr-19,Barnet,Other Methods Of Killing,1,Apr,2019
Apr-19,Brent,Knife or Sharp Implement,1,Apr,2019
Apr-19,Brent,Other Methods Of Killing,1,Apr,2019
Apr-19,Camden,Knife or Sharp Implement,1,Apr,2019
Apr-19,Hackney,Knife or Sharp Implement,2,Apr,2019
Apr-19,Newham,Blunt Implement,2,Apr,2019
Apr-19,Newham,Knife or Sharp Implement,1,Apr,2019
Apr-19,Redbridge,Knife or Sharp Implement,1,Apr,2019
Apr-19,Southwark,Not known/Not Recorded ,1,Apr,2019
Apr-19,Tower Hamlets,Blunt Implement,1,Apr,2019
Apr-19,Waltham Forest,"Physical Assault, no weapon",1,Apr,2019
Apr-20,Brent,Other Methods Of Killing,1,Apr,2020
Apr-20,Ealing,Knife or Sharp Implement,1,Apr,2020
Apr-20,Enfield,Blunt Implement,1,Apr,2020
Apr-20,Hackney,"Physical Assault, no weapon",1,Apr,2020
Apr-20,Hillingdon,"Physical Assault, no weapon",1,Apr,2020
Apr-20,Lambeth,Knife or Sharp Implement,1,Apr,2020
Apr-20,Newham,Knife or Sharp Implement,1,Apr,2020
Apr-20,Redbridge,Knife or Sharp Implement,2,Apr,2020
Apr-20,Waltham Forest,Knife or Sharp Implement,1,Apr,2020
Apr-20,Waltham Forest,Not known/Not Recorded ,1,Apr,2020
Apr-20,Wandsworth,Knife or Sharp Implement,1,Apr,2020
Apr-21,Brent,Knife or Sharp Implement,1,Apr,2021
Apr-21,Greenwich,Knife or Sharp Implement,1,Apr,2021
Apr-21,Lewisham,Knife or Sharp Implement,1,Apr,2021
Apr-21,Newham,Knife or Sharp Implement,1,Apr,2021
Apr-21,Newham,Shooting,1,Apr,2021
Apr-21,Redbridge,Knife or Sharp Implement,1,Apr,2021
Apr-21,Redbridge,"Physical Assault, no weapon",1,Apr,2021
Apr-21,Southwark,Knife or Sharp Implement,1,Apr,2021
Apr-22,Ealing,"Physical Assault, no weapon",1,Apr,2022
Apr-22,Lambeth,Knife or Sharp Implement,1,Apr,2022
Apr-22,Lambeth,Not known/Not Recorded ,1,Apr,2022
Apr-22,Lewisham,Knife or Sharp Implement,1,Apr,2022
Apr-22,Newham,Knife or Sharp Implement,2,Apr,2022
Apr-22,Southwark,Knife or Sharp Implement,4,Apr,2022
Aug-03,Brent,Knife or Sharp Implement,1,Aug,2003
Aug-03,Brent,Other Methods Of Killing,1,Aug,2003
Aug-03,Croydon,Blunt Implement,1,Aug,2003
Aug-03,Ealing,Knife or Sharp Implement,1,Aug,2003
Aug-03,Ealing,Not known/Not Recorded ,1,Aug,2003
Aug-03,Hackney,Knife or Sharp Implement,1,Aug,2003
Aug-03,Hackney,Other Methods Of Killing,1,Aug,2003
Aug-03,Hammersmith & Fulham,Knife or Sharp Implement,1,Aug,2003
Aug-03,Havering,Knife or Sharp Implement,1,Aug,2003
Aug-03,Newham,Shooting,2,Aug,2003
Aug-03,Redbridge,Knife or Sharp Implement,1,Aug,2003
Aug-03,Richmond Upon Thames,Knife or Sharp Implement,1,Aug,2003
Aug-03,Waltham Forest,Other Methods Of Killing,1,Aug,2003
Aug-03,Westminster,Knife or Sharp Implement,1,Aug,2003
Aug-04,Brent,Other Methods Of Killing,1,Aug,2004
Aug-04,Brent,Shooting,2,Aug,2004
Aug-04,Bromley,"Physical Assault, no weapon",1,Aug,2004
Aug-04,Croydon,"Physical Assault, no weapon",1,Aug,2004
Aug-04,Ealing,Knife or Sharp Implement,1,Aug,2004
Aug-04,Ealing,Other Methods Of Killing,1,Aug,2004
Aug-04,Enfield,Knife or Sharp Implement,1,Aug,2004
Aug-04,Enfield,Other Methods Of Killing,1,Aug,2004
Aug-04,Greenwich,Knife or Sharp Implement,1,Aug,2004
Aug-04,Haringey,Blunt Implement,1,Aug,2004
Aug-04,Hillingdon,Other Methods Of Killing,1,Aug,2004
Aug-04,Hounslow,Knife or Sharp Implement,1,Aug,2004
Aug-04,Kensington & Chelsea,Knife or Sharp Implement,1,Aug,2004
Aug-04,Richmond Upon Thames,Blunt Implement,1,Aug,2004
Aug-04,Southwark,Other Methods Of Killing,1,Aug,2004
Aug-04,Tower Hamlets,Knife or Sharp Implement,1,Aug,2004
Aug-04,Waltham Forest,Other Methods Of Killing,1,Aug,2004
Aug-05,Barnet,Knife or Sharp Implement,1,Aug,2005
Aug-05,Brent,Knife or Sharp Implement,1,Aug,2005
Aug-05,Brent,Shooting,3,Aug,2005
Aug-05,Croydon,Other Methods Of Killing,1,Aug,2005
Aug-05,Ealing,Other Methods Of Killing,1,Aug,2005
Aug-05,Greenwich,"Physical Assault, no weapon",1,Aug,2005
Aug-05,Harrow,Knife or Sharp Implement,1,Aug,2005
Aug-05,Kingston Upon Thames,Other Methods Of Killing,1,Aug,2005
Aug-05,Lambeth,Knife or Sharp Implement,1,Aug,2005
Aug-05,Redbridge,Knife or Sharp Implement,1,Aug,2005
Aug-05,Redbridge,Shooting,1,Aug,2005
Aug-05,Southwark,Knife or Sharp Implement,1,Aug,2005
Aug-05,Southwark,Shooting,1,Aug,2005
Aug-05,Waltham Forest,Knife or Sharp Implement,1,Aug,2005
Aug-05,Westminster,Not known/Not Recorded ,1,Aug,2005
Aug-06,Ealing,Shooting,1,Aug,2006
Aug-06,Hackney,Knife or Sharp Implement,1,Aug,2006
Aug-06,Harrow,Knife or Sharp Implement,1,Aug,2006
Aug-06,Hillingdon,Knife or Sharp Implement,1,Aug,2006
Aug-06,Lambeth,Knife or Sharp Implement,1,Aug,2006
Aug-06,Newham,Knife or Sharp Implement,1,Aug,2006
Aug-06,Newham,Shooting,1,Aug,2006
Aug-06,Southwark,Knife or Sharp Implement,1,Aug,2006
Aug-06,Westminster,Blunt Implement,1,Aug,2006
Aug-06,Westminster,Knife or Sharp Implement,1,Aug,2006
Aug-07,Barking & Dagenham,Knife or Sharp Implement,1,Aug,2007
Aug-07,Brent,Not known/Not Recorded ,1,Aug,2007
Aug-07,Camden,Knife or Sharp Implement,1,Aug,2007
Aug-07,Croydon,Knife or Sharp Implement,1,Aug,2007
Aug-07,Ealing,Knife or Sharp Implement,3,Aug,2007
Aug-07,Enfield,Other Methods Of Killing,1,Aug,2007
Aug-07,Greenwich,Other Methods Of Killing,1,Aug,2007
Aug-07,Haringey,Other Methods Of Killing,1,Aug,2007
Aug-07,Hounslow,Blunt Implement,1,Aug,2007
Aug-07,Lambeth,Knife or Sharp Implement,1,Aug,2007
Aug-07,Lambeth,Other Methods Of Killing,1,Aug,2007
Aug-07,Lambeth,Shooting,1,Aug,2007
Aug-07,Newham,Knife or Sharp Implement,1,Aug,2007
Aug-07,Southwark,Other Methods Of Killing,1,Aug,2007
Aug-07,Tower Hamlets,Knife or Sharp Implement,1,Aug,2007
Aug-07,Waltham Forest,Knife or Sharp Implement,1,Aug,2007
Aug-08,Croydon,Knife or Sharp Implement,1,Aug,2008
Aug-08,Ealing,Knife or Sharp Implement,1,Aug,2008
Aug-08,Hackney,Knife or Sharp Implement,1,Aug,2008
Aug-08,Lambeth,Knife or Sharp Implement,1,Aug,2008
Aug-08,Newham,Shooting,1,Aug,2008
Aug-08,Southwark,Other Methods Of Killing,1,Aug,2008
Aug-08,Southwark,Shooting,2,Aug,2008
Aug-08,Tower Hamlets,Knife or Sharp Implement,1,Aug,2008
Aug-08,Waltham Forest,Knife or Sharp Implement,1,Aug,2008
Aug-08,Waltham Forest,Not known/Not Recorded ,1,Aug,2008
Aug-08,Waltham Forest,Other Methods Of Killing,1,Aug,2008
Aug-08,Wandsworth,Knife or Sharp Implement,1,Aug,2008
Aug-08,Westminster,Other Methods Of Killing,1,Aug,2008
Aug-09,Hillingdon,Knife or Sharp Implement,1,Aug,2009
Aug-09,Lambeth,Knife or Sharp Implement,1,Aug,2009
Aug-09,Southwark,Other Methods Of Killing,1,Aug,2009
Aug-09,Southwark,Shooting,1,Aug,2009
Aug-09,Sutton,Knife or Sharp Implement,1,Aug,2009
Aug-10,Brent,Blunt Implement,1,Aug,2010
Aug-10,Enfield,Knife or Sharp Implement,1,Aug,2010
Aug-10,Greenwich,"Physical Assault, no weapon",1,Aug,2010
Aug-10,Newham,Knife or Sharp Implement,2,Aug,2010
Aug-11,Brent,"Physical Assault, no weapon",1,Aug,2011
Aug-11,Bromley,Blunt Implement,1,Aug,2011
Aug-11,Croydon,Blunt Implement,1,Aug,2011
Aug-11,Croydon,Shooting,2,Aug,2011
Aug-11,Ealing,Blunt Implement,1,Aug,2011
Aug-11,Ealing,Knife or Sharp Implement,2,Aug,2011
Aug-11,Ealing,"Physical Assault, no weapon",1,Aug,2011
Aug-11,Enfield,Knife or Sharp Implement,1,Aug,2011
Aug-11,Hillingdon,Knife or Sharp Implement,1,Aug,2011
Aug-11,Islington,Other Methods Of Killing,1,Aug,2011
Aug-11,Lambeth,Shooting,1,Aug,2011
Aug-11,Redbridge,Knife or Sharp Implement,1,Aug,2011
Aug-12,Croydon,Not known/Not Recorded ,1,Aug,2012
Aug-12,Ealing,Knife or Sharp Implement,1,Aug,2012
Aug-12,Hammersmith & Fulham,Knife or Sharp Implement,1,Aug,2012
Aug-12,Haringey,Knife or Sharp Implement,1,Aug,2012
Aug-12,Lambeth,Knife or Sharp Implement,1,Aug,2012
Aug-12,Lewisham,Knife or Sharp Implement,1,Aug,2012
Aug-12,Newham,Blunt Implement,1,Aug,2012
Aug-12,Redbridge,Not known/Not Recorded ,1,Aug,2012
Aug-12,Sutton,Knife or Sharp Implement,1,Aug,2012
Aug-12,Westminster,"Physical Assault, no weapon",1,Aug,2012
Aug-13,Barking & Dagenham,Not known/Not Recorded ,1,Aug,2013
Aug-13,Brent,Shooting,1,Aug,2013
Aug-13,Ealing,Knife or Sharp Implement,3,Aug,2013
Aug-13,Hackney,Knife or Sharp Implement,1,Aug,2013
Aug-13,Haringey,Not known/Not Recorded ,1,Aug,2013
Aug-13,Lewisham,Knife or Sharp Implement,1,Aug,2013
Aug-13,Newham,Knife or Sharp Implement,2,Aug,2013
Aug-13,Tower Hamlets,Knife or Sharp Implement,1,Aug,2013
Aug-14,Croydon,Knife or Sharp Implement,1,Aug,2014
Aug-14,Ealing,Knife or Sharp Implement,1,Aug,2014
Aug-14,Hackney,Knife or Sharp Implement,1,Aug,2014
Aug-14,Haringey,Other Methods Of Killing,1,Aug,2014
Aug-14,Harrow,Other Methods Of Killing,1,Aug,2014
Aug-14,Kensington & Chelsea,Knife or Sharp Implement,1,Aug,2014
Aug-14,Lewisham,Knife or Sharp Implement,1,Aug,2014
Aug-14,Wandsworth,Knife or Sharp Implement,1,Aug,2014
Aug-15,Enfield,Knife or Sharp Implement,1,Aug,2015
Aug-15,Greenwich,Knife or Sharp Implement,1,Aug,2015
Aug-15,Hackney,Shooting,1,Aug,2015
Aug-15,Harrow,"Physical Assault, no weapon",1,Aug,2015
Aug-15,Hounslow,"Physical Assault, no weapon",1,Aug,2015
Aug-15,Kensington & Chelsea,Knife or Sharp Implement,1,Aug,2015
Aug-15,Lambeth,Blunt Implement,1,Aug,2015
Aug-15,Lambeth,Other Methods Of Killing,1,Aug,2015
Aug-15,Tower Hamlets,Knife or Sharp Implement,1,Aug,2015
Aug-16,Brent,Knife or Sharp Implement,1,Aug,2016
Aug-16,Camden,Knife or Sharp Implement,2,Aug,2016
Aug-16,Croydon,Knife or Sharp Implement,1,Aug,2016
Aug-16,Ealing,Knife or Sharp Implement,1,Aug,2016
Aug-16,Enfield,Other Methods Of Killing,1,Aug,2016
Aug-16,Greenwich,Other Methods Of Killing,1,Aug,2016
Aug-16,Haringey,Knife or Sharp Implement,1,Aug,2016
Aug-16,Haringey,Shooting,1,Aug,2016
Aug-16,Hillingdon,Knife or Sharp Implement,1,Aug,2016
Aug-16,Islington,Shooting,1,Aug,2016
Aug-16,Lewisham,Knife or Sharp Implement,2,Aug,2016
Aug-16,Lewisham,"Physical Assault, no weapon",1,Aug,2016
Aug-16,Southwark,Blunt Implement,1,Aug,2016
Aug-16,Wandsworth,Knife or Sharp Implement,1,Aug,2016
Aug-16,Westminster,Blunt Implement,1,Aug,2016
Aug-16,Westminster,Not known/Not Recorded ,1,Aug,2016
Aug-17,Barking & Dagenham,Knife or Sharp Implement,1,Aug,2017
Aug-17,Barnet,Knife or Sharp Implement,2,Aug,2017
Aug-17,Brent,Other Methods Of Killing,1,Aug,2017
Aug-17,Croydon,Knife or Sharp Implement,1,Aug,2017
Aug-17,Enfield,Other Methods Of Killing,1,Aug,2017
Aug-17,Enfield,Shooting,1,Aug,2017
Aug-17,Greenwich,Knife or Sharp Implement,1,Aug,2017
Aug-17,Harrow,Other Methods Of Killing,1,Aug,2017
Aug-17,Islington,Knife or Sharp Implement,1,Aug,2017
Aug-17,Lambeth,Knife or Sharp Implement,1,Aug,2017
Aug-17,Newham,Knife or Sharp Implement,1,Aug,2017
Aug-17,Newham,Shooting,1,Aug,2017
Aug-17,Southwark,Knife or Sharp Implement,1,Aug,2017
Aug-18,Barking & Dagenham,"Physical Assault, no weapon",1,Aug,2018
Aug-18,Bromley,Blunt Implement,1,Aug,2018
Aug-18,Enfield,Blunt Implement,1,Aug,2018
Aug-18,Greenwich,Knife or Sharp Implement,1,Aug,2018
Aug-18,Kingston Upon Thames,Knife or Sharp Implement,1,Aug,2018
Aug-18,Kingston Upon Thames,Other Methods Of Killing,1,Aug,2018
Aug-18,Lewisham,Knife or Sharp Implement,1,Aug,2018
Aug-18,Lewisham,Other Methods Of Killing,1,Aug,2018
Aug-18,Richmond Upon Thames,Other Methods Of Killing,1,Aug,2018
Aug-18,Southwark,Knife or Sharp Implement,2,Aug,2018
Aug-18,Tower Hamlets,Other Methods Of Killing,1,Aug,2018
Aug-18,Waltham Forest,Knife or Sharp Implement,1,Aug,2018
Aug-18,Wandsworth,Knife or Sharp Implement,1,Aug,2018
Aug-19,Camden,Knife or Sharp Implement,1,Aug,2019
Aug-19,Ealing,Knife or Sharp Implement,4,Aug,2019
Aug-19,Hackney,Blunt Implement,1,Aug,2019
Aug-19,Haringey,Blunt Implement,1,Aug,2019
Aug-19,Lambeth,Knife or Sharp Implement,2,Aug,2019
Aug-19,Redbridge,Knife or Sharp Implement,1,Aug,2019
Aug-19,Wandsworth,Other Methods Of Killing,1,Aug,2019
Aug-20,Brent,Shooting,1,Aug,2020
Aug-20,Ealing,Knife or Sharp Implement,1,Aug,2020
Aug-20,Ealing,"Physical Assault, no weapon",2,Aug,2020
Aug-20,Enfield,Knife or Sharp Implement,1,Aug,2020
Aug-20,Harrow,Knife or Sharp Implement,1,Aug,2020
Aug-20,Lambeth,Knife or Sharp Implement,1,Aug,2020
Aug-20,Richmond Upon Thames,"Physical Assault, no weapon",1,Aug,2020
Aug-20,Tower Hamlets,Other Methods Of Killing,1,Aug,2020
Aug-20,Waltham Forest,Knife or Sharp Implement,1,Aug,2020
Aug-20,Westminster,Knife or Sharp Implement,1,Aug,2020
Aug-21,Ealing,Shooting,1,Aug,2021
Aug-21,Haringey,Knife or Sharp Implement,1,Aug,2021
Aug-21,Hounslow,"Physical Assault, no weapon",1,Aug,2021
Aug-21,Kensington & Chelsea,Knife or Sharp Implement,1,Aug,2021
Aug-21,Kingston Upon Thames,Knife or Sharp Implement,1,Aug,2021
Aug-21,Newham,Knife or Sharp Implement,1,Aug,2021
Aug-21,Newham,Shooting,1,Aug,2021
Aug-21,Waltham Forest,Knife or Sharp Implement,2,Aug,2021
Aug-21,Westminster,Blunt Implement,1,Aug,2021
Aug-21,Westminster,Knife or Sharp Implement,1,Aug,2021
Aug-22,Barking & Dagenham,"Physical Assault, no weapon",1,Aug,2022
Aug-22,Croydon,Blunt Implement,1,Aug,2022
Aug-22,Ealing,Knife or Sharp Implement,2,Aug,2022
Aug-22,Ealing,Not known/Not Recorded ,1,Aug,2022
Aug-22,Islington,Knife or Sharp Implement,1,Aug,2022
Aug-22,Kensington & Chelsea,Knife or Sharp Implement,1,Aug,2022
Aug-22,Lewisham,Knife or Sharp Implement,1,Aug,2022
Aug-22,Newham,Not known/Not Recorded ,1,Aug,2022
Aug-22,Waltham Forest,Knife or Sharp Implement,1,Aug,2022
Aug-22,Waltham Forest,Shooting,1,Aug,2022
Aug-22,Westminster,Knife or Sharp Implement,1,Aug,2022
Dec-03,Barking & Dagenham,Other Methods Of Killing,1,Dec,2003
Dec-03,Croydon,Other Methods Of Killing,1,Dec,2003
Dec-03,Ealing,Knife or Sharp Implement,1,Dec,2003
Dec-03,Ealing,Other Methods Of Killing,1,Dec,2003
Dec-03,Enfield,Other Methods Of Killing,1,Dec,2003
Dec-03,Greenwich,Knife or Sharp Implement,2,Dec,2003
